id,split,english,luganda,runyankore_rukiga,acholi,ateso,lugbara
SALT-DEV-0269,dev,"It is only us, the community who can implement tree planting.",Ffe ffekka abasobola okuteeka mu nkola okusimba emiti.,"Itwe nk'abantu, nitwe twenka abashemereire kuta omu nkora omurimo gw'okubyara emiti.",Wan keken aye wabedo dano matwero pito yadi,"Erai oni bon itunga, kes ipedori aitegear aira ikito.","Eri lu ama i, Ongulumu ecopi pati saza 'yepi 'yeta si ra ri i"
SALT-DEV-0270,dev,Most of the security issues were resolved during the meeting.,Ensonga ezisinga obungi ezikwata ku by'okwerinda zaagonjolebwa mu lukungaana.,Enshonga ezirikukira obwingi zikahanuurwa omurukiiko ry'eby'okweriinda.,Pol pa peko me tim maraco kiloko ikomgi I cokke.,Aponi itemokinai atiokisio nuipu nuka amamut ayuwara kotoma airiamunet.,Ba 'de e'yo agei temani 'diyi ma pari yi sawa dri fuza ma aliarisi ra
SALT-DEV-0271,dev,There is a poor transport network in the districts.,Disitulikiti zirimu enguudo embi.,"Eby'engyenda omu disiturikiti, tibibonaire.",Lok me wot idictriktye magoro,Etiono eipone lo elose kodisitriktan kangul.,Geri 'ba eyini acizu distrikiti 'da ma alea 'diyi onzi
SALT-DEV-0272,dev,What can government do to boost the tourism sector?,Kiki gavumenti ky'eyinza okukola okutumbula ekitongole ky'eby'obulambuzi?,Gavumenti ekabaasa kukoraki kutunguura sekita y'oburambuzi?,Gin ango ma gamente twero timone me ilo malo rwom me tic pa dul ma loyo lok kom limo piny?,Inyoin bo epedori apugan aswam kanu aitojokaar erionget loka eilat?,Gamete eco rani a'di 'ye esele mile otizaniri ma ongmbo engazu'i?
SALT-DEV-0273,dev,The training took part at the Ggaba Water Treatment plant in Kampala.,Okutendekebwa kwabadde Ggaba ku ssengejjero ly'amazzi mu Kampala.,Okutendekwa kukakorerwa ahari Ggaba Treatment plant omuri Kampala.,"Pwonye ni mukene otime ki yubu pii dolo maleng I Ggaba, Kampala",Abu aituutoorio kojaun Kaiboisit Naitolomere Akipi koGaba.,Embata nderi 'du pari pari yii edezu alaru Ggabaa Kampalaa ri ma alia
SALT-DEV-0274,dev,What were your research findings?,Okunoonyereza kwo kwazula ki?,Ebyarugire omukucondooza kwaawe nibiiha?,Adwoki me kwed ma megi obedo ngo?,Aubo nu idumunit ijo kotoma aingic kon?,E'yo mini esu e'yo eti ondaria 'diyi ngoni?
SALT-DEV-0275,dev,The community leaders need to speak with one voice.,Abakulembeze b'ekitundu beetaaga okwogera n'eddoboozi limu .,"Abeebembezi b'ebyaro, bashemereire kugira eiraka rimwe.",Lutela omyero gulok ki dwon acel,Ekot engarenok lu itunga alimor keda ediope eproto.,Le drice'ba ongulumu ni 'diyi ma nze e'yo o'duko alu si
SALT-DEV-0276,dev,The suspects will be taken to court for a fair hearing.,Abateeberezebwa bajja kutwalibwa mu mbuga z'amateeka okuwulirwa obulungi.,"Abarikuteekateekwaho kukora ebihagaro, batwairwe omu kooti kugira ngu batungye oburinganiza.",Joo ma kimako gi ki tero gi I court pi winyo adot matye i komgi,Eponio lu ilopatai ayangar adieket kanu aipup emusago.,Ba mu 'ba 'bani ega onyo azita eyi 'diyi ji kotia duani drilea e'yo eyi ma dria ri erizu.
SALT-DEV-0277,dev,When do you expect to harvest your groundnuts?,Osuubira ddi okukungula ebinyeebwa byo?,Nooteekateeka kusharuura ryari ebinyoobwa byawe?,Ibicito ka puto fool-li awene?,Iwori bo iwomitor jo ebe ebeitor jo aisak emaidokon?,Mi ega mi nga mi vile funyu nze a'di ngare?
SALT-DEV-0278,dev,The police recovered the bodies of two people from the building which had collapsed.,Poliisi yazuula emirambo gya bantu babiri okuva mu kizimbe ekyali kigudde.,Pooriisi eboine emitumbi ebiri kuruga omu kizimbe ekigwire.,Abili gukwanyo lyel pa dano aryo ki ot ma otur ci opoto piny.,Apotu ipolisin kodumutu awate nuka itunga iarei kotoma aduketait naebiroro.,Polisi esu avu 'ba iri jo I asupiri ma alia 'diyiniri ra
SALT-DEV-0279,dev,I was asked to make a statement regarding the theft of my phone.,Nnasabibwa okukola sitatimenti ekwata ku kubbibwa kw'essimu yange.,Nkashabwa kukora sitetimenti erikukwata ahakwibwa kwesimu yangye.,Pe wangeyo awene ma court obi bedo kede piny ka winyo lok,Aponi alimokin eong aiwadika esitetiment kanuikamunitos akokwaro na esimu ka.,Ba ai ma ti sizu e'yo 'bani simu mavileri oguzu ri ma dria
SALT-DEV-0280,dev,There is an increase in violence among the youth.,Obutabanguko mu bavubuka bweyongedde .,Obwimukiriro omu minyeeto bweyongyeire.,Rwom me tim gero tye ka nyaa ikin bulu,Apolor amumu kanejaas atumunak.,Ngiringiri 'ba ode eyi ma eselea ri ma omgbo ni tutu
SALT-DEV-0281,dev,Why do women give birth to premature babies?,Lwaki abakyala bazaala abaana abatatuuse?,Ahabw'enki abakazi barikuzaara abaana abatahikire?,Pingo mon nywalo lutino ma kare gi pud pe oromo?,Inyobo idoyotor angor idwe lu mam etiokitos?,Oku eyi anzi osi de nga po'di anzi nde eyi ma o'du osizuri ecani nga ku a'du ma e'yosi?
SALT-DEV-0282,dev,My father bought a new car.,Taata wange yagula emmotoka endala.,Taata aguzire emotoka nsya,Baba na owilo mutoka manyen,Abu papaka ogwel emotoka loitetet.,Ata mavileri je mutukari o'diruni
SALT-DEV-0283,dev,What are your political ambitions?,Birubirirwa ki by'olina mu by'obufuzi?,Ebyorikwenda kukora omubutegyeki nibiiha?,Itye ki miti ango i kom cung iwibye?,Anubo akon apeleikinata kowai loka politiks?,Mi otita politiki ni 'diyi ngoni.
SALT-DEV-0284,dev,He has been accused of being involved in other crimes.,Avunaanibwa okwenyigira ne mu misango emirala.,Ahababiirwe ahabw'okwejumbira omu mishango endiijo.,Kidotte pi bal mapat-pat mukene.,Itoronitai ngesi kanu ajaut toma abilibilio naka ikisila ice da.,Ba e'bi eri too ovuzu e'yo azita onyoza ni azi 'diyi ma alia indi
SALT-DEV-0285,dev,She communicated to the people in charge.,Yagamba abantu abaali bakivunaanyizibwako.,Akagambira abu kyabiire nikikwataho.,En oloko ki jo ma loyo kenyo.,Abu ngesi iner keda itunga lueyaitos.,Eri olu 'ba e'yo drileru 'diyi dri ra
SALT-DEV-0286,dev,What is the number of Ugandans living below the poverty line?,Bannayuganda bameka abaavu ennyo?,Abanya Uganda abooro munonga nibangahi?,Anywali Uganda adi ma gitye ka kwo i can?,Ani bo etiai lo itunga luko Uganda lu ejarete keda ican luipu?,Kari 'ba kari Ugandani ma alea ovupi alio nya nya ri ma alea 'diyi ngopi
SALT-DEV-0287,dev,There was a meeting at the statehouse.,Waaliwo olukungaana mu maka g'obwa pulezidenti.,Hakabaho orukiiko aha maka g'obwebembezi w'eihanga.,Kacokke mo obedo tye I gang kal madit pa miri.,Ajai airiamunet kotogo loka airabet.,Dri fuza e'yo otizani 'du pari aku drile kariniri ni ma alia ra
SALT-DEV-0288,dev,The government is encouraging youths to acquire technical skills.,Gavumenti ekubiriza abavubuka okusomerera omulimu ogw'omu mutwe.,Gavumenti eriyo nehiga eminyeeto okwega emyoga y'emikono.,Gamente tye ka cuko cwiny bulu me kwano tic cing.,Euta apugan aisinyikokin atumunak adumun acoasinei nuka aitosom akan.,Gameteni 'ba ode yi eka ondua azi drisirini 'diyi isuzu.
SALT-DEV-0289,dev,Many schools are not given enough financial support.,Amasomero mangi tegaweebwa buyambi bumala mu by'ensimbi.,Amashomero amaingi tigahairwe sente zirikumara.,Pe gimiyo kony me lim ma oromo ki gangi kwan mapol,Mam einanakinio isomeroi luipu agangat naka ikapun.,Ba feni sukulu karakara yi dri atita robia ni ri capiri si ku
SALT-DEV-0290,dev,Why do you always ask for money every time?,Lwaki otera okusaba ssente buli kiseera?,Ahabwenki orikushaba esente burizooba?,Pingo ma imaro lego cente I kare ducu.,Kanukinyo ilipenena jo ikapun kangolisawa?,Mi mini sende ozi sawa driasi a'disi?
SALT-DEV-0291,dev,Only those that meet the job requirements are called up for an interview.,Abo bokka abatuukiriza ebisaanyizo by'omulimu be bayitibwa ku yintaaviyu.,Abo bonka abaine ebirikwetengwa nibo barikwetwa aha kubuuzibwa.,Dano matye ki ngec onyo diro pi tic moni aye ki lwongo gi ka timo peny me nongo tic,Ngul bon lu ejaas keda abaluwan nu asioman kes enyararo kanu aingito.,ꞌBa lu ꞌba ta siipi azi azini ꞌyezu ra ꞌdiyi omve initavio ꞌyezu ꞌi.
SALT-DEV-0292,dev,The immigration laws need to be reviewed.,Amateeka ku bayingira mu ggwanga getaaga okwetegereza.,"Ebiragiro by'okutambuuka ensharo, nibyetenga kugarukwamu.",Cik ma kwako kobo ikin lobo omyero ki lok,Ekotos ikisila luka Immigration airereoro.,Le 'ba ma one nga azita 'ba eyini ecozu efizu kari 'di ma alea 'diyi dika.
SALT-DEV-0293,dev,They will not be allowed to operate anymore.,Tebajja kukkirizibwa kuddamu kukola.,Tibarikwiija kwikirizibwa kokura nakakye.,Pe dong kibiyee ni gutim ticgi.,Mam bobo eponio acamakin kesi aswam.,Ba nga ni fe yini azi ye dika ku
SALT-DEV-0294,dev,Butchers are advised to sell fresh meat to customers.,Bbukya ziweebwa amagezi okutunda ennyama ennamu eri abaguzi baazo.,Abamabaagiro nibaragiirwa kuguza ba kasitoma enyama etatwireho.,Lucat ringo omyero gucat ringo ma pwod ber bot lukastoma gi,Aiboisio nu egwelanerere akiring kes icorakitai agwelanar akiring na epalal.,Ba fe 'ba eza ozipi 'diyini imbata eyi ma kasitoma eyini eza aa'pi ku ri ozizu i.
SALT-DEV-0295,dev,My life is at a risk.,Obulamu bwange buli mu katyabaga.,Amagara gangye gari omu kabi.,Kwo na tye kama ding,Ejai aijar ka ationis.,Ma edri eyi e'yo alea
SALT-DEV-0296,dev,Can you help us to design a company logo?,Oyinza okutuyamba okukola akabonero ka kampuni?,Nobaasa kutuyamba kukora baagi ya kamapni?,Itwero konyowa me goyo alama me dul mewa?,Ipedori kereka jo aitemokin aanyunet naka ekampuni?,Mi eco ama aza ko wura beji amuti niri edezu ra?
SALT-DEV-0297,dev,Evidence provides proof that something actually happened.,Obujulizi buggyayo amazima nti ekintu kyaliwo.,"Obujurizi nibworeka amazima ngu kwo, ekintu kikabaho.",Caden nyutu ni ada gin moni otime,Ajenanut itoduni nu abeit ebe iswamauna ibore.,Afa ecetaru 'diyi e'da kini e'yo azi 'ye i ra ada
SALT-DEV-0298,dev,The district leaders have to be united to improve service delivery.,Abakulembeze ku disitulikiti balina okuba bumu okutumbula obuweereza.,"Abeebembezi ba Disituriiti, baine kukwatanisa babaase kuhisya obuheereza aha bantu.",Lutela me dictri komyero guribe wek kony ma kimiyo ki lwak obed ber,Ekot engarenok luka edisitrikt aimorikikin kanu aitojokar ejanakine.,Le drice'ba distrikiti ni 'diyi ma eci ti tualu azi ngaza o'bi eyini ri ma omgbo otuzu
SALT-DEV-0299,dev,The use of the Regulation of blocking is yet to be applied.,Enkola ey'okukozesa emiziziko tennatandika kukozesebwa.,Okukoresa ekiragiro ky'okuzibira tikukagiire mu nkora.,Cik me geng pud pe kicako tic kwede.,Aitosom Epone loka aigalikin ebeit ageun aitosom.,Azita 'bani 'ba aziyi ogazu si ri ninga e'do ndo.
SALT-DEV-0300,dev,He owns a very large business.,Alina bizineesi nnene nnyo.,Ayiine  bizinesi mpaango munonga.,Tye ki biyacara mo madit tutwal.,Ejaasi ngesi keda ebiasara lokapolon noi.,Eri tujara azi amburuni ma e'i ni.
SALT-DEV-0301,dev,The religious organisation has given training facilities to the refugee leaders.,Ekitongole ky'ebyenzikiriza kiwadde abakulembeze b'abanoonyi b'obubudamu ebikozesebwa mu kutendeka.,Ebigombe by'ediini bihereize abebembezi b'empungi ebikwato by'okukoresa omu kutendeka abantu.,Dule me dini guyubu ka pwonyo dano ikabedo kama luring ayella tye iye pi lutella gi,Abu erionget lo ediini ijaik engarenok lu ikerai iboro lu itutuonerere.,Amuti e'yo aita niri ni 'da fe afa imbata ni 'diyi drice'ba emunyale eyini 'diyi dri
SALT-DEV-0302,dev,"Rwanda and Burundi are rarely explored based on military strength.""",Rwanda ne Burundi balwawo okunoonyerezebwako ku musingi gw'amaanyi g'amagye.,Rwanda na Burundi tibarikukira kuteekateekwaho omu bikwatireine n'amaani g'ebyokurwanisa.,Rwanda ki Burundi pe kimaro poro gi iyo me tek pa mony gi,Ecicing Rwanda keda Burundi apeganakin kanuka agogong naka ajore.,Ba ama ni nga Rwanda pi ma ale Burundi e'yo okpo marani ni 'diyi si ngba 'dini ku
SALT-DEV-0303,dev,People removed turbines from the power station.,Abantu bagyayo yingini ezikuba amazzi ku kkolero ly'amasannyalaze.,Abantu bakihamu ebyoma ebirikwehindura aha sitesheni y'amashanyarazi.,Dano gukwanyo naka machine labuk mac woko,Apotu itunga olemanasi turbines kositeseni lo akim.,Ba eyi onze cuma aci ojipi 'diyi engazu angu aci edezu 'da ma alea risi
SALT-DEV-0304,dev,It is difficult for leadership in Kigali to trust Museveni's commitment to any agreement.,Kizibu obukulembeze mu Kigali okwesiga okwewaayo kwa Museveni ku ndagaano yonna.,Kigumire Rwanda kwesiga Museveni omu kukora endagaano yona.,Tek it lutela me Kigali me geno ka Museveni biketo itic winye mo keken ikin gi,Etionikinit apugan nako Kigali amunokin adiocamanar naitolimuni Museveni.,Eri ewaru drileka Kigalia ri ni apizu Museveni ma e'yo owita erita ciri ma driari ni si
SALT-DEV-0305,dev,What is the importance of masts?,Emirongooti girina mugaso ki?,Emirongooti n'eya mugasho ki?,Buta pire tek adada pingo?,Inyoin bo ajokis naka ipirin luka ataker arai bo naka atakerini?,Orodri afa loko ma sia oli okpo ojizu  mastsru 'diyiniri a'dini?
SALT-DEV-0306,dev,He is unable to add his voice to the fight for environmental action.,Tasobola kubaako ky'ayogera ku kulwanirira obutonde.,T'arikubaasa kwongyera eiraka rye aha kurwanirira enkora y'ebitwetooroire.,Pe romo medo dwone I lweny matye pi cwec ma orumuwa.,Mam ngesi epedori aiyatakin eporotoke toma ojie loka aitojokar alupok keda ekwam.,Econi o'duko ini 'ba  azi 'diyi ma dria a'di 'dizu angu 'ba ageiari ma dria ku.
SALT-DEV-0307,dev,A lady succumbed to the virus near the Ugandan border.,Omukyala yafunidde akawuka ku nsalo ya Uganda.,Omukazi akatwa akakooko haihi n'ensharo ya Uganda.,Two ni oneko lamego moni inget wang lobo Uganda,Aberu ikatu adeka eidunya keda oikoru lo Uganda.,Oku azi dra azo nde si boda kari Uganda niri vile ria
SALT-DEV-0308,dev,What is the distance between his home and yours?,Olugendo lwenkana wa okuva ewuwe okutuuka ewammwe.,Hariho rugyendo ki ahagati y'eka ye n'eyawe?,Bor piny me king gang mege ki mege tye rom mene?,Inyoin bo aojau naejai kiding ereke keda lokon?,Zoza eri vile akuri pima eselea mi vileri beri ngopi?
SALT-DEV-0309,dev,The raging fire burnt the grass.,Oluyiira lwayoka omuddo.,Omuriro gwokinze obunyaatsi.,Mac ma tye ka wang magwar owango lum woko.,Abu akim konyam anya ngun.,Aci ididiruri ve ayise ra
SALT-DEV-0310,dev,The president is still popular among the people.,Pulezidenti akyali muganzi eri abantu.,Omwebeembezi w'eihanga abantu nibakimukunda.,Ladit lobo pwod oywek ikin dano,Eringa lokapolon akwap ejenara kanejaas itunga.,Purezidenti ni nga po'di nizaru 'ba eyi ma eselea
SALT-DEV-0311,dev,He wants their region to become a city next year.,Ayagala ekitundu kyabwe kifuuke ekibuga omwaka ogujja.,"Nayenda ngu ekyanga kyabo kihinduke orurembo, omwaka ogurikwija.",En mito ni but piny ma gitye iye ni odok city i mwaka mabino,Ekot ngesi atutubet kec araun esite okaru ngol.,Eri le angu eyivile 'da ma eca Aku ambo ru eli drusirisi
SALT-DEV-0312,dev,People should cooperate with the medical teams.,Abantu balina okukolagana ne ttiimu y'abasawo.,Abantu bashemereire kukwatanisa n'ab'ebyamagara.,Lwak omyero gutii kacelo ki lutic yoto kom,Ekot itunga aimorikikin keda eswamak lu adekis.,Le 'ba eyi ma eciti azi'ba arojo ni 'diyi pie
SALT-DEV-0313,dev,The education sector received more funding.,Ebyenjigiriza byafuna ssente endala.,"Ekitongore kyebyobwegyese, kikatunga esente nyingi.",Ministry me pwonye kimedo it gi cene,Abu ewai lo aisisia odum agangat na ikapun luipu.,Arakala onita niri esu robia ndeni
SALT-DEV-0314,dev,She owns that car.,Emmotoka eyo yiye.,Niwe mukama w'emotoka.,Nyako ni aye rwed motokani.,Erai emotoka ngol loke.,Eri mutukari 'da ma e'iruni
SALT-DEV-0315,dev,Most businesses are shutting down due to the smell of the rubbish.,Bizineesi nnyingi ziggaddwawo olw'ekivundu ekiva mu kasasiro oyo.,Emishuburo mwingi ekingiire aha bw'ekinuuko ky'ebisingo.,Pol biyacara tye kaloro kabedogi pi ngwec yuggi.,Epote ibiasaran luipu agolokinio kanuka euria loka agasia kangul.,Tujara pari yi ti opii azanga efupi okurunya ma aliari ma e'yo si
SALT-DEV-0316,dev,You only get paid if you complete the tasks assigned to you,Osasulwa singa omaliriza obuvunaanyizibwa obukuwereddwa,Nooza kushashura waaheza emirimo eyoheirwe.,Ki culi ka ce inen itimo jami ma kilegi ni itim,Itacio ijo bon arai idaunit ijo aswamisinei kere nu ijaikitai ijo.,Ba lu nga mi ofe mini azi fele mi dri 'diyi dezu risi .
SALT-DEV-0317,dev,She got an opportunity to study in America.,Yafuna akakisa okusomera mu America.,Akatunga omugisha gw'okushomera America.,En gum okaye me kwan I lobo Amerika.,Abu ngesi kodum arereng naka asioman koAmerica.,Eri esu drileba onita onizu Americaa
SALT-DEV-0318,dev,This is a very sensitive case.,Guno omusango gwa maanyi nnyo.,Ogu n'omushango gw'okwegyendesereza.,Man lok ma pek tutwal,Erai lo emusago lo epol.,Kesi ꞌdi kesi azi ꞌbani ovuzu ani milesini.
SALT-DEV-0319,dev,When and under what conditions should one address the press?,Ddi era bukwakkulizo ki omuntu mwateekeddwa okwogerako eri bannamawulire?,"Ni ryari, nainga niki ekirikuba kibeireho, omuntu yaaza kugambira abanyamakuru?",Mono awene ma ngati twero lok kede ki lucoo lok angeya,Iwori keda ne ikwaikinia ai ebeitor itunganan einer keda arotak iyemuto?,Ba azi eco e'yo nze 'ba osisia ni 'diyi pie nguari azini a'du ma e'yo ka i 'yeni??
SALT-DEV-0320,dev,Malac was critical of corruption in President Museveni's government in her stay in Uganda.,Malac yavumiriranga nnyo enguzi mu gavumenti ya Museveni bwe yali ali mu Uganda.,"Malac akeeraarikirra ahabw'oburi bw'enguzi oburi omu gavumenti ya purezidenti Museveni, obwire obu araamare omu Uganda.","Ikare ma en tye I Uganda, Malac obedo kacayo tim me camucana I gamente pa Museveni",Abu Malac kitoron apugan naka Museveni kanu amidic apiyai kotoma apak naeboitor ngesi koUganda.,Malac ni andra e'yo anyambolo ni gamete prisdent Museveni vileri ma alia ri ma ale ada cici sawa erini ovuzu Ugandaa risi
SALT-DEV-0321,dev,Small houses can be well organised to fix many things.,Ennyumba entono zisobola okutegekebwa obulungi okugyamu ebintu ebingi.,Obuju bukye nibabaasa kubutereeza buzemu ebintu bingi.,odi matino gitwero cano iye jami madwong kagitiyo ki diro,Eminas itogoi ludidika ajokis kanu ainapakin iboro luipu.,Ba eco jo werea 'diyi o'ba kililiru eyini ani ecozu afa karakara eyi ma ta mbazu ra.
SALT-DEV-0322,dev,Eastern Uganda has been developed.,Obuvanjuba bwa Uganda bukulaakulanyiziddwa.,Hariho entunguuka omu burugwizooba bwa Uganda.,Kunyango me Uganda odongo tutwal,Ajaun apolo nepol kide nako Uganda.,Ba ezo kari Uganda niri ma woko etu ni efuria leru ri ra
SALT-DEV-0323,dev,Customers should be your priority in any business.,Osaanidde okukulembeza bakasitoma mu bizineensi yonna.,Abaguzi nibo barikubanza om'eby'obushuubuzi bwona.,I biacara kastoma aye obedo dano ma myero kimiye woro mada.,Ibusakinit agwelak araut itunga luipodokinit jo kotoma obiasara.,Aje'ba ma ovu 'ba mini asi 'baza mini tujara ciri ma alia 'diyi
SALT-DEV-0324,dev,You need the internet to access the different social media platforms.,Weetaaga okuba ne intaneeti okusobola okukozesa emikutu emigattabantu egitali gimu.,N'oyetaga kuboona yintaneti  kuhikirira empeho zaboona ezitari zimwe.,Myero ibed ki intanet ka imito donyo i social media.,Ipuda jo arucokina nakolago kanu adolokin toma iponesio  luka elago.,Mi nga oli internitniri le ecozu pari ndu ndu 'ba yi ecipi oli alisiri 'diyiniri  isuzu beni
SALT-DEV-0325,dev,Who are the most vulnerable people?,Bantu ki abasinga obwetaavu?,Abantu abarikubaasa kuhikwaho akabi munonga nibaahi?,Dano mene madong kwo gi tye kama ding loyo?,Alubo itunga ejaas ationis?,Ba azakoma lepi ndeni 'diyi 'ba ngole 'diyi?
SALT-DEV-0326,dev,My husband stood with me during my father's funeral.,Omwami wange yali nnange mu kuziika kitange.,Ibanya akemerera nanye aha kuziikwa kwa taata wangye.,Cwara aye ocung i koma kare me yiko babana.,Abu okilenika igang eong kotoma apakio nuka aidayo naka papaka.,Ma agoni so pa ma be ma ati ma draarisi.
SALT-DEV-0327,dev,What are problems associated with rape?,Bizibu ki ebyekuusa ku buliisamaanyi?,Niburemeezi ki oburikuruga omu kuhamba?,Peki ango ma woto kacel ki mako mon tek-tek?,Inyobo eupatatar ican keda aisiolo?,E'yo onzi eyi ecipi obita okpo alea ri be 'diyi a'duni?
SALT-DEV-0328,dev,Many pilgrims come to Namugongo on martyrs day.,Abalamazi bangi bajja e Namugongo ku lunaku lw'abajulizi.,Abaramagi baingi nibaija Namugongo aha kiro ky'abajurizi.,Dano mapol gicito Namugongo kaworo nino pa lucaden remo.,Epote ikristayon Namugongo kotoma apaaran naka aiitun ngul luapotu kotwaka kanuka aiyuunikec.,Ba aci'ba a'ita ma e'yosi pilgrims ru 'diyi emu Namugongoa o'du 'ba 'bani o'dile martyrs ru 'diyiniri inzirurisi.
SALT-DEV-0329,dev,The victory party was written well before polling centers opened.,Ekibiina ekinaawangula kyawandiikibwa ng'ebula ekiseera ebifo ebironderwamu biggulwewo.,Embaga y'okujaaguza obuhanguzi ekahandiikwa gye batakigwiire n’ahokutereera akaruuru.,Kwero loc nongo dong ocake wa con kadi nongo pud pe kiyabo ka bolo kwir.,Adaunitai aiwadik epate loitelekaarit eringa engara aiboisio nuka aicak abootin.,Omu nyza agata si ri ovu andra sizaru oko kele de nga 'ba nzi pari opetaa ni 'diyi ku
SALT-DEV-0330,dev,Her uncle had a peaceful death.,Kojja we yafiira mu mirembe.,Shwento we akafa omu busingye.,Nerune oto to odwel.,Abu mamaike kotwana kotoma ainapakin.,Eri ma adrui dra asi anzu si
SALT-DEV-0331,dev,What do scientists have to say about coronavirus?,Bannassaayansi boogera ki ku kirwadde kya corona?,Abahangu by'ebya saayansi nibagamba ki ahari kakooko ka corona?,Lucayan giwaco gin ango madok I kom two korona.,Inyoin bo ebakasi itunga luka sayanis kanuikamunitos ekorona?,Afa 'na sayansini 'diyini e'yole azo coronavirusniri ma dria ngoni?
SALT-DEV-0332,dev,These days kidnapped children are eventually killed.,Ennaku zino abaana abawambibwa battibwa.,"Ebiro ebi, abaana abubarikutorosya, nibamara babaita.",Ite kare ni lutino ma ki kwalo gi ki neko gi-oo,Aparasia nu idwe lu ekokwanario eyario.,"O'du 'diyisi, 'ba anzi 'bani ogu 'diyi o'di te."
SALT-DEV-0333,dev,The government has delayed transferring funds to the district.,Gavumenti eruddewo okusindikaa ssente ku disitulikiti.,Gavumenti ekyerereirwe kwoheereza sente aha disiturikiti.,Gamente orii kicwalo cente bot district,Eyap apugan aijukar ikapun odisitrikt.,Gamete eza sa'wa robia edrizu distrikitia ra.
SALT-DEV-0334,dev,How many babies are born prematurely?,Baana bameka abazaalibwa nga tebatuuse?,"Abaana abarikuzaarwa batahikire, nibangahi?",Lutino adi ma kinywalo gi ma nongo kare gi pe oromo?,Idwe idi idounono elidio?,Anzi 'bani osi de nga po'di eyi ma o'du osizuri cani nga ku 'di eyi ma kalafe si?
SALT-DEV-0335,dev,Do you have boiled water in the house?,Olina amazzi amafumbe mu nnyumba?,Oine amaizi gateekire omu nju?,Tyeka I tye ki pi ma kitedo I oti?,Ijaasi kereka jo keda akipi nuidoritai kotogokon?,Mi vu yi a'diza mi vile joa ci?
SALT-DEV-0336,dev,The youth are ready to join their leaders to fight for this land.,Abavubuka beetegefu okweyunga ku bakulembeze baabwe okulwanirira ettaka lino.,"Eminyeeto eyeteekateekire kwegaita ahari bakama baabo, okurwanirira eitaka eri.",Bulu tye atera me ribe i kom lutela gi pi lweny pi ngom eni,Ekapakina atumunak aimorikikin keda engarenok kec ejie kanu alupok.,Ba oderu 'diyi ngonde ti ecizu eyi ma drice'ba eyi be a'di 'dizu nyaku 'disi
SALT-DEV-0337,dev,University students are old enough to make personal decisions.,Abayizi ba yunivasite bakulu ekimala okusobola okwesalirawo.,Abeegi ba univasite bakuzire b'okweshariramu.,Lutino kwan me univaciti gidongo ma weko gitwero moko tam pigi kengi.,Epolok esisiak luko unibasite ido epedorete kesi aitolomun aseunununetakec ikulepek bon.,Sukulu anzi universityni 'diyi mba ca e'yo 'duzu yi ma ngulupisi ra
SALT-DEV-0338,dev,More houses in West Nile will be connected to electricity.,Amayumba amalala mu bugwanjuba bwa Nile gajja kuyungibwamu amasannyalaze.,"Amaju maingi omu West Nile, nigaija kuyungwa aha mashanyarazi.",Odi mapol I Arua ki bi kubu itgi mac,Eponio arikonokin akim otogoi luipu koArua.,Ba nga aci se aku azi eyi ma alea westnilea dika
SALT-DEV-0339,dev,People celebrate Christmas and the new year in different ways.,Abantu bagaguza ssekukkulu n'olusookoomwaka mu ngeri ez'enjawulo.,Abantu nibajaguza Noohiri hamwe n'omwaka musya omu miringo etarikushushana.,Dano kwero karama ki donyo I mwaka manyen i yo mapat pat,Inuminumete itunga ebaga ka ekaru loitetet kowaitin luegelegela.,Ba eyi natali azini eli o'diri inzi geri ndundu si.
SALT-DEV-0340,dev,Most schools in rural areas have underqualified teachers.,Amasomero agasinga obungi mu bitundu eby'omu byalo galina abasomesa abatalina bisanyizo.,Amashomero amaingi ag'omubywaro gaine abeegyesa batagunjukire gye.,Pol pa cukul me caro gitye ki lupwonye ma pe gupore me pwonyo lutino kwan.,Isomeroi luipu kocaloi mam elomunitos kwape esisianakinak.,Sukulu angu caluru 'diyi ma alia 'diyi vu emba 'diyi ma onita ca ga
SALT-DEV-0341,dev,Uganda hosted the commonwealth summit in two thousand seven.,"Mu nkumi bbiri mu musanvu, Uganda yakyaza olukungaana lw'amawanga agaaliko amatwale ga Bungereze.",Uganda ekatayayisa orukiiko rw'amahanga agategyekirweho bungyereza omu mwaka gwa enkumi ibiri na mushanju.,Cokke madit me common Wealth obedo I Uganda I mwaka alip aryo wie abiro.,Abu Uganda kisipej common wealth kokaru ilukumin iaarei keda ikanyaarei.,Kari Uganda nini ayu omu ambu Commonwealth summit niri eli alifu iri drini mudri drini alu si ni
SALT-DEV-0342,dev,Today is the day for elections.,Leero lwe lunaku lw'okulonda.,Erizooba n'ery'akaruuru.,Tin obedo nino me yer,Ilolo nes aparan na aseo.,O'du andru ri opeta eyi ni.
SALT-DEV-0343,dev,The government should invest in other projects apart from wealth creation.,Gavumenti esaanidde okuteeka ssente mu projekiti endala ng'oggyeeko projekiti ya bonna bagaggawale.,Gavumenti eshemereire okuta empiiha omu miriimo yentatsya oyihireho boona bagaigahare.,Miri myero oketo lim I yub mukene mapat ki nyayo lim.,Ibusakinit apugan aimono kotoma opurojekitin ice da kilema nuka aswam abar bon.,Goamete ma fe atita otita azini yi biba lonya ezoza be ku diyi dri indi
